manifesto_id,text,cmp_code,eu_code
31110_201706,"C’est la France de demain, celle que nous lèguerons à nos enfants.",601.1,NA
31110_201706,"Une France qui libère l’énergie de la jeunesse,",706,NA
31110_201706,l’entrepreneuriat et l’initiative.,402,NA
31110_201706,Une France qui redonne vie à l’Europe,108,NA
31110_201706,et contribue à l’épanouissement du monde.,110,NA
31110_201706,« Vive la France» est la phrase qui conclut tous les discours politiques.,601.1,NA
31110_201706,"« La France Vive» n’est pas une conclusion, c’est le point de départ d’une nouvelle page de notre histoire.",601.1,NA
31110_201706,"La France Vive, c’est la France 100% durable",H,NA
31110_201706,"Aller vers une France sans carbone ni nucléaire, avec 100% d’énergies renouvelables en 2050 et zéro déchet en 2030.",501,NA
31110_201706,"·               Adopter une loi de sortie progressive et définitive du nucléaire d’ici 2035, arrêter les premiers réacteurs dès 2017.",501,NA
31110_201706,·               Les objectifs en matière d’énergies renouvelables seront respectés pour 2020 (23% du mix énergétique) et rehaussés à 40% pour 2030.,501,NA
31110_201706,·                Le cadre administratif et législatif sera simplifié et stabilisé.,501,NA
31110_201706,·                Les objectifs de réduction des gaz à effet de serre seront portés à 30% pour 2020 et au moins 50% pour 2030 par rapport à 1990 afin de mettre en œuvre l’Accord de Paris sur le climat.,501,NA
31110_201706,·               Favoriser l’appropriation citoyenne locale de la transition énergétique.,416.2,NA
31110_201706,o       1 projet de production d’énergies renouvelables par quartier ou commune rurale.,501,NA
31110_201706,o       Les projets de propriété collective seront accompagnés par des opérateurs coopératifs certifiés et rémunérés par l’État qui garantira les emprunts.,416.2,NA
31110_201706,o       25% des parts sociales des projets d’énergies renouvelables devront être proposées aux citoyens locaux.,416.2,NA
31110_201706,·               Lutter contre le gaspillage et éradiquer les passoires énergétiques.,501,NA
31110_201706,"o       Aller vers 750 000 logements par an rénovés d’ici la fin du quinquennat, en donnant la priorité aux ménages victimes de précarité énergétique.",501,NA
31110_201706,·               Favoriser l’économie circulaire et lutter contre l’obsolescence programmée des produits.,416.2,NA
31110_201706,o       5 ans de garantie minimale pour l’électroménager et les voitures.,403,NA
31110_201706,"o       Moduler la TVA selon l’éco-conception, la réparabilité, la réutilisation et le recyclage d’un produit.",416.2,NA
31110_201706,o       Créer un Crédit d’impôt réparation permettant de rembourser 50% des frais de main d’oeuvre.,403,NA
31110_201706,o       Créer une filière de déconstruction des navires en fin de vie et de traitement des déchets électroniques.,416.2,NA
31110_201706,·               Aller vers une France zéro déchet en divisant par 2 notre production de déchets par habitant à l’horizon 2030.,501,NA
31110_201706,o       Mettre en place un plan national de lutte contre le gaspillage alimentaire dans les cantines.,501,NA
31110_201706,"o       Rendre obligatoire la redistribution des invendus de la grande distribution vers les associations de solidarité, et l’élevage pour les déchets très périmés.",501,NA
31110_201706,o       Valoriser énergétiquement les fermentescibles en généralisant la méthanisation.,501,NA
31110_201706,o       Développer le compostage collectif dans les zones d’habitat dense.,501,NA
31110_201706,o       Introduire un critère « zéro déchet » dans les marchés publics.,501,NA
31110_201706,·               Développer les réseaux de transports du quotidien.,411,NA
31110_201706,o       Engager une révision complète du schéma national des infrastructures.,411,NA
31110_201706,"o       Abandonner les grands projets inutiles: nouvelles lignes à grande vitesse, tunnel Lyon-Turin, aéroport de Notre-Damedes-Landes, Grand Contournement Ouest de Strasbourg, etc.",411,NA
31110_201706,o       Restaurer la taxe poids lourds pour donner l’absolue priorité aux trajets domicile-travail et domicile-vie quotidienne.,411,NA
31110_201706,"La France Vive, c’est la France qui préserve le vivant.",H,NA
31110_201706,"Protéger toutes les espèces vivantes, c’est aussi nous protéger nous-mêmes, notre santé et celles de nos enfants.",501,NA
31110_201706,·               Faire de la santé une priorité nationale.,504,NA
31110_201706,"o       Réorienter notre système de santé vers la prévention et la proximité, lutter en amont contre les maladies chroniques, réaffirmer la primauté de la sécurité sociale vis-à-vis des complémentaires.",504,NA
31110_201706,"o       En finir avec les déserts médicaux, en soutenant l’installation des médecins dans des maisons de santé adossées à des unités de base des premiers soins.",504,NA
31110_201706,o       Renforcer le service public de la psychiatrie.,504,NA
31110_201706,·               Préserver notre santé en luttant contre les pollutions.,501,NA
31110_201706,o       Interdire le glyphosate et les perturbateurs endocriniens.,501,NA
31110_201706,o       Sortir du diesel.,501,NA
31110_201706,o       Contrôler strictement l’homologation des nanotechnologies.,411,NA
31110_201706,·               Protéger notre biodiversité.,501,NA
31110_201706,"o       Vers une France zéro pesticide en 2030, avec 50% de réduction des pesticides sur le quinquennat.",501,NA
31110_201706,o       Multiplier par 4 la surface cultivée en bio en 5 ans pour la porter à 20% de la surface agricole utile.,501,NA
31110_201706,"o       Lutter contre l’artificialisation des sols : espaces naturels et agricoles, et espaces péri-urbains.",501,NA
31110_201706,"o       Renforcer les mesures de protection de la biodiversité là où elle est particulièrement riche et menacée, notamment dans les territoires ultra-marins et les océans.",501,NA
31110_201706,o        Renforcer la Loi littoral.,501,NA
31110_201706,·               Garantir une alimentation saine.,501,NA
31110_201706,"o       Approvisionner 100% des cantines publiques et privées par l’agriculture paysanne ou biologique : écoles, hôpitaux, entreprises, etc.",501,NA
31110_201706,o       → Affecter 50% des fonds de la PAC pour financer la conversion des exploitations et la structuration des filières.,703.1,NA
31110_201706,·               12 Lutter contre la souffrance animale.,501,NA
31110_201706,o       → Interdire l’élevage industriel de type « 1000 vaches ».,416.2,NA
31110_201706,o       → Mettre en application les 65 préconisations avancées par le rapport de la commission d’enquête sur les conditions d’abattage.,416.2,NA
31110_201706,"·               13 Créer un label valorisant la pêche artisanale française pour les consommateurs, renforcer la lutte contre la pêche illégale, en particulier dans les zones ultra-marines.",416.2,NA
31110_201706,·               14 Lutter contre la publicité à destination des jeunes.,403,NA
31110_201706,o       → Interdire la publicité télévisée destinée aux enfants et supprimer les publicités sur tous les supports lors des programmes jeunesse.,403,NA
31110_201706,"La France Vive, c’est la France qui protege ses forces vives",H,NA
31110_201706,"Garantir les droits, reconnaître la dignité de chacune et de chacun, libérer les énergies et accompagner les talents.",201.1,NA
31110_201706,·               15 Les jeunes sont des adultes comme les autres.,706,NA
31110_201706,o       → Rendre le RSA accessible pour les 18-25 ans.,504,NA
31110_201706,·               16 Faire de l’immobilier universitaire un levier de la transition écologique par le développement d’éco-campus.,416.2,NA
31110_201706,"o       → Plan général de rénovation du bâti universitaire avec 70 000 rénovations et 50 000 nouvelles chambres écoconçues,",416.2,NA
31110_201706,"o       alimentation bio et locale dans les cantines, centres de santé, etc.",501,NA
31110_201706,·               17 Lutter contre la précarité et favoriser l’autonomie.,503,NA
31110_201706,o       → Généraliser l’encadrement des loyers dans les zones tendues.,412,NA
31110_201706,o       → Instaurer la garantie universelle des loyers.,403,NA
31110_201706,·               18 Revaloriser le SMIC à 1800 euros bruts dans la mandature.,412,NA
31110_201706,"·               19 Favoriser la réduction du temps de travail, sur la semaine ou sur plusieurs années.",701,NA
31110_201706,·               20 Assurer à tou-te-s un revenu d’existence.,504,NA
31110_201706,o       → Expérimenter un revenu de base dont les conditions seront définies lors d’une conférence de consensus suivie d’un débat national.,504,NA
31110_201706,"o        Cette question n’est pas celle des minima sociaux, il faut changer la place du travail et reconnaître l’utilité sociale de chacune et de chacun.",504,NA
31110_201706,·               21 Lutter contre la souffrance au travail.,701,NA
31110_201706,o       → Moduler les cotisations accidents du travail et maladies professionnelles avec l’adoption d’un plan pour le bien-être au travail dans les entreprises.,701,NA
31110_201706,o       → Égalité de chacun devant la retraite: renforcer le compte pénibilité et le porter jusqu’à 7 ans.,701,NA
31110_201706,o       → Reconnaître le burn-out comme maladie professionnelle.,701,NA
31110_201706,o       → Généraliser le droit automatique à la déconnexion.,701,NA
31110_201706,"·               22 Garantir à tou-te-s une protection sociale équivalente : l’accès à la retraite, au chômage, à la formation et d’une manière générale à la protection sociale des travailleurs indépendants et des auto-entrepreneurs sera assuré.",503,NA
31110_201706,·               23 Lutter contre le décrochage et l’échec scolaire.,506,NA
31110_201706,"o       → Offrir des moyens supplémentaires, comme le travail en plus petit effectif, aux élèves qui en ont le plus besoin pour leur réussite.",506,NA
31110_201706,·               24 Remplacer obligatoirement les enseignants après 3 jours d’absence.,506,NA
31110_201706,·               25 Reconnaître toutes les familles.,604,NA
31110_201706,o       → Ouvrir la PMA à toutes les femmes.,604,NA
31110_201706,·               26 Aider toutes les familles.,504,NA
31110_201706,o       → Créer de 400 000 places en crèche.,504,NA
31110_201706,·               27 Donner le choix à nos aîné-es.,706,NA
31110_201706,o       → Créer au moins autant de places en EHPAD public qu’en établissements privés sur chaque territoire.,504,NA
31110_201706,·               28 Renforcer le droit de mourir dans la dignité et à choisir sa fin de vie.,604,NA
31110_201706,·               29 Faire une France accessible aux personnes en situation de handicap.,503,NA
31110_201706,o       → Garantir l’accessibilité de tous les services publics en créant une Agence nationale de l’accessibilité universelle.,503,NA
31110_201706,·               30 La culture pour tous.,502,NA
31110_201706,→ Dédier 1% du budget de l’État à la Culture.,502,NA
31110_201706,"·               31 Pérenniser le système de protection des intermittents, et créer un fonds de protection pour les artistes plasticiens.",502,NA
31110_201706,"·               32 Soutenir les politiques locales facilitant l’expression des énergies créatives dans les territoires: incubateurs culturels, lieux tiers dédiés aux expérimentations artistiques et aux rencontres non marchandes avec les publics, dispositifs de mutualisation et de coopération en faveur des nouveaux projets et artistes, etc.",502,NA
31110_201706,"·               33 L’égalité doit primer sur l’identité, la citoyenneté sur la nationalité.",607.1,NA
31110_201706,o       → Mettre en place le récépissé lors des contrôles au faciès.,607.1,NA
31110_201706,o       → Instaurer le droit de vote des étrangers aux élections locales.,607.1,NA
31110_201706,·               34 Faire de l’égalité Femmes-Hommes un impératif.,503,NA
31110_201706,o       → Rendre publique la liste des entreprises ne respectant pas l’égalité salariale.,503,NA
31110_201706,"·               35 Adopter une loi cadre sur les violences faites aux femmes, intégrant notamment une révision du délai de prescription.",605.1,NA
31110_201706,·               36 Renforcer la lutte contre les discriminations de genre.,503,NA
31110_201706,"o       → Renforcer la sensibilisation contre l’homophobie, la lesbophobie et la transphobie.",503,NA
31110_201706,o       → Former les personnels de la fonction publique à l’accueil des personnes LGBT.,503,NA
31110_201706,"o       → Permettre le changement de sexe libre, gratuit et déclaratif pour les personnes transexuelles.",604,NA
31110_201706,"La France Vive, c’est la France de l’innovation",H,NA
31110_201706,"Une économie et une société de l’innovation et de la sécurité professionnelle, relocalisées sur tous les territoires.",408,NA
31110_201706,"·               37 Négocier des contrats territoriaux de transition écologique de 10 ans entre les collectivités locales, l’État, les entreprises, les syndicats et les organisations de la société civile pour anticiper et favoriser les conversions économiques et industrielles.",416.2,NA
31110_201706,o       →Accompagner et former les salariés: aucun travailleur abandonné sur le bord de la route.,506,NA
31110_201706,·               38 Lancer un Small Business Act.,403,NA
31110_201706,o       →Réserver 50% des marchés publics aux PMEPMI et aux start-ups qui emploient localement.,403,NA
31110_201706,·               39 Baser prioritairement le programme de rénovation thermique du bâti sur les PME et l’artisanat local.,403,NA
31110_201706,·               40 Développer l’économie sociale et solidaire.,416.2,NA
31110_201706,o       → Accroître l’ouverture des marchés publics aux entreprises agréées Entreprise Solidaire d’Utilité Sociale.,416.2,NA
31110_201706,"·               41 Orienter l’épargne vers le capital-risque des entreprises innovantes, ancrées dans la transition écologique et numérique.",416.2,NA
31110_201706,·               42 Favoriser la Recherche & Développement.,411,NA
31110_201706,o       → Mieux cibler les soutiens à l’innovation en simplifiant et plafonnant le crédit impôt recherche.,411,NA
31110_201706,o       → Privilégier les innovations qui participent à la transition énergétique.,416.2,NA
31110_201706,"·               43 Inscrire les usages du numérique dans l’ensemble du parcours scolaire, de la maternelle aux études supérieures.",506,NA
31110_201706,"·               44 Créer un ministère de la Transformation numérique dépendant du Premier ministre pour impulser et garantir la transversalité de la mutation à conduire, de l’école à l’entreprise, de la culture aux services publics; garantir la neutralité des réseaux.",411,NA
31110_201706,·               45 Faire de la formation un droit tout au long de la vie.,411,NA
31110_201706,o       → Créer un compte individuel de formation crédité de 16 semestres de formation à utiliser à tout moment de sa vie après 16 ans.,506,NA
31110_201706,·               46 Développer la fiscalité écologique.,416.2,NA
31110_201706,"o       → En finir avec les niches fiscales nuisibles à l’environnement et la santé (13 milliards d’euros par an), dont la niche diesel.",416.2,NA
31110_201706,o       → Affecter la moitié des dépenses économisées à une prime de conversion automobile pour les ménages les plus vulnérables.,416.2,NA
31110_201706,·               47 Mettre en place une fiscalité plus juste et plus lisible.,503,NA
31110_201706,o       → Réformer la fiscalité du patrimoine en tenant compte du patrimoine net.,503,NA
31110_201706,o       → Fusionner l’impôt sur le revenu avec la CSG et la rendre progressive.,503,NA
31110_201706,o       → Individualiser l’impôt sur le revenu.,503,NA
31110_201706,·               48 Renforcer la lutte contre l’évasion fiscale.,605.1,NA
31110_201706,o       → Renforcer le droit de la société civile de saisir le parquet national financier pour les cas d’évasions fiscales.,605.1,NA
31110_201706,o       → Agir pour le contrôle de la taille des banques et,403,NA
31110_201706,pour la pénalisation les paradis fiscaux.,605.1,NA
31110_201706,"La France Vive, c’est la France d’une démocratie vivante",H,NA
31110_201706,"Démocratie représentative, démocratie participative, démocratie sociale: redonner le pouvoir aux citoyens et aux salariés.",202.1,NA
31110_201706,·               49 Sortir de la monarchie républicaine.,204,NA
31110_201706,"o       → Une Assemblée de 400 députés, à l’image des Français, élue à la proportionnelle, avec 20% de jeunes de moins de 30 ans.",204,NA
31110_201706,"o       → Développer des votations citoyennes sur des sujets du quotidien, les conférences de consensus et les assemblées citoyennes tirées au sort.",202.4,NA
31110_201706,"·               50 Créer un fonds pour une démocratie d’initiative citoyenne, financé par un prélèvement de 5% sur les financements de la démocratie représentative: partis politiques, réserves parlementaires, campagnes électorales.",202.4,NA
31110_201706,·               51 Adopter le 1% budget participatif.,202.4,NA
31110_201706,·               52 Adopter le 3 fois 1% redistributif citoyen.,503,NA
31110_201706,o       → 1% des bénéfices de l’agroalimentaire pour financer des projets citoyens d’alimentation de qualité relocalisée.,416.2,NA
31110_201706,o       → 1% des bénéfices des promoteurs immobiliers pour financer les actions citoyennes en matière d’urbanisme.,416.2,NA
31110_201706,o       → 1% des bénéfices du secteur de la publicité pour financer des médias citoyens.,502,NA
31110_201706,·               53 Inscrire dans la loi la co-gestion des entreprises.,701,NA
31110_201706,o       → Faire siéger 50% de salariés dans les Conseils d’Administration.,701,NA
31110_201706,"·               54 Modifier la Constitution pour que dans l’article premier soit inscrit « République écologique », afin de constitutionnaliser l’écologie.",501,NA
31110_201706,·               55 Nommer un vice-Premier ministre au Développement durable pour garantir la prise en compte transversale des enjeux écologiques.,501,NA
31110_201706,"·               56 Faire évoluer le mandat et la composition du Conseil économique, social et environnemental pour en faire une troisième chambre, aux côtés de l’Assemblée nationale et du Sénat, qui aurait un droit de veto suspensif sur toute mesure législative qui mettrait en cause le long terme.",202.1,NA
31110_201706,"·               57 Renforcer les services publics et les adapter aux nouveaux besoins, notamment ceux de nos aîné-es de plus en plus nombreux.",303,NA
31110_201706,·               58 Afficher pour chaque service public la part payée par la collectivité.,303,NA
31110_201706,"·               59 Tirer parti de l’extraordinaire réseau que constituent les bureaux de Poste, pour en faire des Maison des services publics.",303,NA
31110_201706,·               60 Assurer notre sécurité.,605.2,NA
31110_201706,"o       → Développer une police de proximité pour assurer une présence physique partout, au contact des citoyennes et citoyens.",605.2,NA
31110_201706,"o       → Renforcer les moyens de la justice afin de lui permettre d’assurer plus rapidement la justice du quotidien : un cas est jugé en 19 jours au Danemark, contre 304 jours en France.",303,NA
31110_201706,o       → Créer un parquet et un FBI européens afin de lutter de manière plus efficace contre le terrorisme.,605.1,NA
31110_201706,o       → Légaliser le cannabis –monopole d’état pour lutter contre le trafic et faciliter une politique de santé.,605.2,NA
31110_201706,"La France Vive, c’est la France qui redonne vie à L’Europe",H,NA
31110_201706,L’Europe est notre horizon.,108,NA
31110_201706,Elle doit devenir un projet politique et démocratique.,202.1,NA
31110_201706,"·               61 Adopter un plan d’investissement de 600 milliards d’euros par an, financé par la Banque européenne d’investissement et les banques nationales d’investissement, garanti ou racheté par la Banque centrale européenne, avec 4 priorités.",404,NA
31110_201706,o       → La transition énergétique.,416.2,NA
31110_201706,o       → Le numérique.,411,NA
31110_201706,o       → Les infrastructures de transport du quotidien.,411,NA
31110_201706,o       → La santé.,504,NA
31110_201706,·               62 Faire élire en 2019 une assemblée constituante dont le travail se fonde sur des conventions citoyennes régionales et nationales.,108,NA
31110_201706,·               63 Envoyer chaque année 1 million de jeunes en emploi ou en formation dans un autre pays de l’Union européenne.,108,NA
31110_201706,"·               64 Stopper l’évasion et construire l’harmonisation fiscale, garantir la transparence et imposer le reporting pays par pays pour lutter contre l’évasion fiscale, et que chaque entreprise paie des impôts là où elle gagne de l’argent.",605.1,NA
31110_201706,·               65 Renforcer les ratios prudentiels des banques et séparer les activités de banque de détail et de banque de crédit.,403,NA
31110_201706,·               66 Mettre véritablement en œuvre la Taxe sur les Transactions Financières.,412,NA
31110_201706,·               67 Interdire en 5 ans sur le marché européen les produits issus de pays ne respectant pas la liberté syndicale et taxer ceux provenant de pays s’exonérant de la lutte contre le dérèglement climatique.,501,NA
31110_201706,"·               68 Stopper les négociations des accords de libre-échange, dont le TAFTA, et la ratification du CETA.",406,NA
31110_201706,·               69 Refonder la politique commerciale de l’Union pour faire de l’Europe un vecteur de régulation publique de la mondialisation.,403,NA
31110_201706,"o       → Primauté des droits humains, sociaux et de l’environnement sur les droits du commerce et des investisseurs.",501,NA
31110_201706,·               70 Abandonner la Convention de Dublin et partager équitablement l’accueil et l’intégration des réfugiés dans les pays de l’Union.,602.2,NA
31110_201706,·               71 Aller vers une défense européenne commune.,104,NA
31110_201706,"La France Vive, c’est la France qui contribue à un monde de paix et de solidarité",H,NA
31110_201706,"Face aux replis nationalistes, à l’isolationnisme des États-Unis, l’expansionnisme de la Russie et de la Chine, et l’émergence des économies du Sud, défendre un multilatéralisme fondé sur la coopération, la solidarité et la protection des biens communs.",107,NA
31110_201706,·               72 Réformer le Conseil de sécurité des Nations unies.,107,NA
31110_201706,o       → Supprimer le droit de veto.,107,NA
31110_201706,o       → Faire du siège de la France le siège unique de l’Union européenne.,107,NA
31110_201706,"·               73 Accroître l’Aide Publique au Développement à la hauteur de l’engagement international de la France, c’est-à-dire à 0,7% du PNB.",107,NA
31110_201706,·               74 Prendre l’initiative d’une conférence internationale dont l’objectif sera de sanctuariser l’Arctique.,501,NA
31110_201706,"·               75 Remplacer la stratégie de dissuasion nucléaire par un sanctuaire européen «dénucléarisé», et œuvrer à une diplomatie active en faveur du désarmement nucléaire.",105,NA
31110_201706,"o       → De manière à créer cette dynamique, renoncer de manière unilatérale aux composantes terrestre et aérienne de la force de dissuasion nucléaire.",105,NA
31110_201706,o       → Affecter l’économie ainsi réalisée à la remise à niveau des moyens des forces conventionnelles.,104,NA
31110_201706,·               76 Interdire les ventes d’armes aux pays non démocratiques.,202.1,NA
31110_201706,"·                Construire la France 100% durable, c’est sortir de notre dépendance aux énergies fossiles provenant de la Russie, des pétromonarchies du Golfe et d’autres régimes corrompus et autocratiques au sud de la Méditerranée et en Afrique subsaharienne.",416.2,NA
31110_201706,"·                C’est promouvoir une politique étrangère forte guidée par les droits humains, la défense de la démocratie et la protection de la planète plutôt qu’une diplomatie complaisante dictée par l’accès aux ressources et les ventes d’armes.",201.2,NA
31110_201706,,NA,NA
31220_201706,Le peuple à l’Assemblée nationale,H,NA
31220_201706,"Les élections présidentielles viennent de s’achever avec l’élection d’un nouveau Président de la République, monsieur Macron.",305.2,NA
31220_201706,Ce scrutin aura été marqué par une légitime colère devant l’inefficacité des politiques publiques mises en oeuvre depuis des décennies.,305.1,NA
31220_201706,"Elle aura aussi, malheureusement, entraîné beaucoup trop de nos concitoyens vers des chemins de divisions, de haine, et tout compte fait, de désespérance.",606.1,NA
31220_201706,"Le PCF en soutenant Jean-Luc Mélenchon, a voulu que cette colère devant la pauvreté, le chômage, les inégalités qui s’accroissent, devant le pillage des ressources naturelles, trouve le chemin, non de la division, mais de l’espoir et du progrès.",305.1,NA
31220_201706,"A l'occasion des élections législatives, nous avons la possibilité concrétiser cet espoir en élisant un maximum de député-e-s qui s'opposeront fermement à E.Macron, à la droite et à l'extrême droite et qui porteront haut vos luttes et vos espoirs.",305.1,NA
31220_201706,LA GAUCHE DEBOUT POUR L'HUMAIN D'ABORD !,H,NA
31220_201706,M.Macron a d'ores et déjà annoncé son désir de « réformer » le code du travail par ordonnances durant l'été.,701,NA
31220_201706,Face à ce déni démocratique dôtons nous de député-e-s qui voteront contre la loi lui permettant d'âgir de la sorte.,701,NA
31220_201706,Donnons nous des députés qui ne se soumettront pas au mépris de la démocratie !,202.1,NA
31220_201706,C'est cela que pour les candidat-e-s soutenu-e-s par le PCF.,305.1,NA
31220_201706,Nous ne laisserons pas faire.,305.1,NA
31220_201706,"Nos député-e-s seront aux cotés des jeunes, des femmes, des infirmières, des postiers, des salariés du public et du privé, des agriculteurs, des précaires et chômeurs qui aspirent à ce que leur vie change,",503,NA
31220_201706,"qui aspirent à faire émerger une gauche de combat et de valeur, une gauche qui agit au nom de « l'humain d'abord » !""",201.2,NA
31220_201706,Nos 5 axes d'action,H,NA
31220_201706,"Pour faire vivre l'humain d'abord dans notre circonscription, nos candidats agiront pour : 1. La lutte contre les inégalités",503,NA
31220_201706,et la relance des services publics,411,NA
31220_201706,"Contre les coupures d'eau et d'électricité, les expulsions et les fermetures (bureaux de poste, classes, hôpitaux, gares...) et pour la relance de tous les services publics.",411,NA
31220_201706,L’emploi et un Code du travail favorable aux salariée-s,701,NA
31220_201706,"Légalité salariale femmes-hommes,",503,NA
31220_201706,"une sécurité de l’emploi et de la formation en lien avec les syndicats,",701,NA
31220_201706,"les PME-TPE,",701,NA
31220_201706,"l’économie sociale et solidaire pour l'emploi local,",416.2,NA
31220_201706,une loi anti-dumping social,701,NA
31220_201706,et un fonds européen de développement social et écologique.,416.2,NA
31220_201706,Une nouvelle République et un renouveau de la politique,601.1,NA
31220_201706,De nouveaux droits des salariés dans l’entreprise,701,NA
31220_201706,et la mise en place d'un conseil citoyen de circonscription pour rendre compte de mon mandat et faire les lois avec vous.,202.4,NA
31220_201706,L’augmentation des salaires,701,NA
31220_201706,et la lutte contre la finance,412,NA
31220_201706,"Augmentation des salaires jusqu'à 23%,",701,NA
31220_201706,"abrogation du traité budgétaire européen,",409,NA
31220_201706,"un pôle public bancaire,",412,NA
31220_201706,lutte contre l’évasion fiscale,605.1,NA
31220_201706,et les aides sans contrepartie aux entreprises.,403,NA
31220_201706,Produire autrement pour l’humain et la planète,416.2,NA
31220_201706,"Un million d’emplois dans les filières d’avenir,",701,NA
31220_201706,"la maîtrise publique de l’eau et de l’énergie,",412,NA
31220_201706,favoriser les circuits courts agricoles et des prix rémunérateurs aux producteurs.,703.1,NA
31230_201706,LES GRANDES ORIENTATIONS DE MON PROGRAMME PRESIDENTIEL,H,NA
31230_201706,OBJECTIFS ET PROPOSITIONS,H,NA
31230_201706,ASSURER LA SECURITE,H,NA
31230_201706,"Par l’augmentation des moyens de notre police, de notre justice et de nos armées",605.1,NA
31230_201706,RENFORCER LES ENTREPRISES,H,NA
31230_201706,Par la suppression complète des cotisations à la branche famille de la sécurité sociale,402,NA
31230_201706,"Par la réforme de notre impôt sur les sociétés, à la base élargie, mais dont les taux progressifs ne devront pas excéder 20%",402,NA
31230_201706,"Par la mise en oeuvre d’un plan de soutien à nos Très Petites Entreprises, incluant l’affectation à leur financement d’une part des placements d’assurance vie et la réforme du RSI",402,NA
31230_201706,ETABLIR LA CONFIANCE ENTRE L’ENTREPRISE ET SES SALARIES,H,NA
31230_201706,"En associant davantage les salariés à la gestion des entreprises, les conseils d’administration des plus grandes devant comporter un tiers de représentants des salariés",701,NA
31230_201706,"En développant l’intéressement aux bénéfices, tout accord d’entreprise portant sur la définition de conditions de travail restrictives devant comporter une clause d’intéressement aux bénéfices",701,NA
